user_id,first_name,surname,full_name,city,region,country,age,gender,income,employment_status,marital_status,email,phone_number,acquisition_channel
U80800,Charlie,Harris,Charlie Harris,,South West,United Kingdom,34.0,Male,39660.23,Self-employed,,,07980515628,Organic Search
U54533,Emily,Phillips,Emily Phillips,Hull,Yorkshire and the Humber,United kingdom,27.0,Other,33929.92,Employed full-time,Single,emilyp43@live.co.uk,,Organic Search
U19586,Samuel,Ali,Samuel Ali,plymouth,South West,United Kingdom,35.0,Male,,Employed full-time,Married,samuel.ali@gmail.com,07193 022 846,Affiliate / Comparison Site
U96634,Emily,Rahman,Emily Rahman,Oxford,South East,United Kingdom,35.0,Female,45064.89,Employed full-time,Single,emily.rahman@gmail.com,,Organic Search
U55185,Carol,Bailey,Carol Bailey,,East of England,United Kingdom,55.0,Female,31122.68,Employed full-time,,carol.bailey@icloud.com,,
U39297,Ava,Muller,Ava Muller,,North West,UK,47.0,Female,29293.73,Employed full-time,Married,ava.muller@icloud.com,(07376) 127811,Affiliate / Comparison Site
U51917,Olivia,Malik,Olivia Malik, Slough,South East,UK,38.0,Female,35553.3,Employed full-time,Married,oliviam70@yahoo.co.uk,,Social Media Ads
U95167,Edward,Lewis,Edward Lewis,Northampton,East Midlands,,40.0,Other,,Employed full-time,Single,edwardl16@gmail.com,07420 300 394,Direct / App Store
U68773,Jake,Green,Jake Green,Rotherham,,United Kingdom,49.0,Male,,Self-employed,Married,jake.green@icloud.com,07278 350506,Organic Search
U71215,Oliver,King,Oliver King,Bolton,North West,uk,46.0,Male,24259.08,Employed full-time,,oking1999@yahoo.co.uk,07751 475589,Social Media Ads
U45676,Millie,Walker,Millie Walker,Westminster,Greater London,United Kingdom,,Female,18229.08,Employed part-time,Married,milliew49@outlook.com,07145976055,Organic Search
U70940,Sebastian,Graham,Sebastian Graham,bristol,,United Kingdom,39.0,,25691.89,Self-employed,Married,wolfy83@gmail.com,07576 038 468,Paid Search
U22957,Amina,O'Brien,Amina O'Brien,Sale,North West,U.K.,52.0,,40103.23,Employed full-time,Married,aminao94@outlook.com,,Affiliate / Comparison Site
U62034,Olivia,Rossi,Olivia Rossi,Cardiff,Wales,UK,32.0,Female,14000.0,Employed full-time,Divorced,oliviar1@icloud.com,(07686) 614613,Affiliate / Comparison Site
U29415,Linda,Young,Linda Young,Reading,South East,United Kingdom,,,,Employed full-time,,,07634 898793,Organic Search
U90379,Matilda,Stewart,Matilda Stewart,Middlesbrough,North East,UK,26.0,Female,6103.87,Unemployed,,matildas16@gmail.com,07486 696 122,Paid Search
U87770,Thomas,Foster,Thomas Foster,gloucester,South West,U.K.,47.0,Male,15646.58,,Married,thomas.foster@hotmail.com,(07801) 234329,Social Media Ads
U79230,Emma,Young,Emma Young,Liverpool,North West,UK,32.0,Female,20657.53,Employed full-time,Married,tiger878@outlook.com,(07137) 252697,
U35452,Kathleen,Muller,Kathleen Muller,,North West,United Kingdom,49.0,Female,6015.84,Unemployed,Married,kmuller1991@gmail.com,07338 273 703,Organic Search
U21217,Nicole,Harris,Nicole Harris,,North West,UK,28.0,Female,,Employed full-time,Divorced,nicole.harris@gmail.com,07693481449,Affiliate / Comparison Site
U39512,Riley,Edwards,Riley Edwards,,South East,UK,36.0,Male,14000.0,Employed full-time,Married,,(07930) 404657,Affiliate / Comparison Site
U74100,Graham,Stewart,Graham Stewart,Westminster ,Greater London,,30.0,Male,21071.8,Employed full-time,Single,gstewart2003@gmail.com,(07484) 402393,Organic Search
U68210,Mia,Mitchell,Mia Mitchell,Gloucester,South West,United kingdom,41.0,Female,9407.02,Employed part-time,Single,mia.mitchell@gmail.com,+44 7227 095642,Direct / App Store
U30460,Edward,Byrne,Edward Byrne,Norwich,,United Kingdom,31.0,Male,34321.87,,,edward.byrne@hotmail.com,,Affiliate / Comparison Site
U91728,Zoe,Evans,Zoe Evans,plymouth,South West,United Kingdom,53.0,Female,9555.91,Employed part-time,Married,rebel279@outlook.com,07178112969,Paid Search
U20634,Oscar,Byrne,Oscar Byrne,,,United Kingdom,36.0,Male,33992.67,Employed full-time,Married,oscar.byrne@gmail.com,,Referral
U57486,Sofia,Harris,Sofia Harris,Basildon,East of England,United Kingdom,33.0,Female,23515.4,,Divorced,sharris1986@icloud.com,(07714) 651230,Social Media Ads
U52438,Vanessa,Green,Vanessa Green,Plymouth,South West,UK,39.0,Female,8991.0,Unemployed,Divorced,,(07983) 937301,Organic Search
U58441,Rebecca,Stewart,Rebecca Stewart,dundee,,United Kingdom,28.0,,,Employed full-time,Married,rstewart1993@gmail.com,(07720) 859331,Organic Search
U13344,Rosie,Wilson,Rosie Wilson,Sale,North West,United Kingdom,38.0,Female,30698.71,Employed full-time,Married,rosiew99@gmail.com,07224 716896,Social Media Ads
U73602,Amy,Harrison,Amy Harrison,Huddersfield,Yorkshire and the Humber,U.K.,24.0,Other,16219.66,Employed part-time,Married,amy.harrison@aol.com,+44 7798 311093,Organic Search
U39402,Leah,Wood,Leah Wood,Telford,West Midlands,,33.0,Female,40322.28,Employed full-time,,leahw76@outlook.com,,Affiliate / Comparison Site
U46829,Mia,Ali,Mia Ali,Stockport,North West,United Kingdom,,Female,34672.61,Employed full-time,Married,mia.ali@yahoo.co.uk,07746 530381,Referral
U87236,Louis,Adams,Louis Adams,Belfast,Northern Ireland,United kingdom,34.0,Male,35552.93,Employed full-time,Married,,07595 450381,
U13600,Ivy,Kowalski,Ivy Kowalski,Stoke-on-Trent,West Midlands,United Kingdom,,,899.5,Unemployed,Single,ivy.kowalski@gmail.com,07927920195,Social Media Ads
U28349,Ruby,Evans,Ruby Evans,Swindon,South West,U.K.,,Female,28298.08,Employed full-time,Married,rubye77@gmail.com,07205 095219,Referral
U32810,Liam,Andersson,Liam Andersson,Chelmsford,East of England,United Kingdom,51.0,Male,25435.66,,,liama20@hotmail.com,07791 516 984,Direct / App Store
U59081,Lily,Hussain,Lily Hussain,STOCKPORT,North West,United Kingdom,31.0,Female,,Employed part-time,Divorced,lily.hussain@gmail.com,,Social Media Ads
U14780,Adam,Khan,Adam Khan,Bristol,South West,United Kingdom,57.0,Male,29705.43,Employed full-time,Married,adam.khan@gmail.com,07249 576557,Paid Search
U83168,Florence,Bell,Florence Bell,Rotherham,Yorkshire and the Humber,UK,37.0,Female,26577.91,Employed full-time,Married,florence.bell@gmail.com,(07618) 991729,Referral
U18670,Angela,Bailey,Angela Bailey,reading,South East,United Kingdom,44.0,Female,40390.02,Employed full-time,Married,champ325@icloud.com,,Paid Search
U41005,Oscar,Palmer,Oscar Palmer,Basildon ,,United kingdom,24.0,Male,8000.0,Self-employed,Single,oscar.palmer@gmail.com,07860093638,Affiliate / Comparison Site
U66047,Gary,Morgan,Gary Morgan,Birmingham,West Midlands,UK,41.0,Male,33052.02,Employed full-time,Married,gary.morgan@icloud.com,07858 176241,Social Media Ads
U50035,Max,Roberts,Max Roberts,Northampton,East Midlands,UK,61.0,Other,,Employed full-time,Married,max.roberts@outlook.com,+44 7522 628139,Paid Search
U49498,Harry,Popescu,Harry Popescu,,South West,UK,58.0,Male,,Employed full-time,Divorced,harry.popescu@outlook.com,+44 7301 205812,Organic Search
U71513,Sophia,Ali,Sophia Ali,ipswich,,United Kingdom,23.0,Female,13185.35,Employed part-time,Married,sophia.ali@gmail.com,(07947) 001013,Paid Search
U36044,Archie,Murphy,Archie Murphy,stoke-on-trent,West Midlands,United Kingdom,34.0,Male,50027.74,Employed full-time,Single,,07566 951 769,
U39940,Charlotte,Richardson,Charlotte Richardson,,South East,,37.0,Female,32361.99,Employed full-time,Single,charlotte.richardson@hotmail.com,07150696099,Organic Search
U44374,Kevin,James,Kevin James,Bournemouth,South West,,37.0,Male,24204.62,,,kevin.james@hotmail.com,(07527) 139837,Direct / App Store
U40486,Henry,Williams,Henry Williams,,West Midlands,United Kingdom,30.0,Male,32531.71,Employed full-time,Divorced,henryw44@gmail.com,07597814550,Referral
U53471,Ellie,Harrison,Ellie Harrison,Bradford,Yorkshire and the Humber,,,Female,49846.97,Employed full-time,Single,ellie.harrison@outlook.com,07810991140,Affiliate / Comparison Site
U32613,Freddie,Chapman,Freddie Chapman,Blackpool,North West,United Kingdom,31.0,Male,14000.0,Employed full-time,Married,fchapman2000@icloud.com,,Organic Search
U41989,Ella,Thompson,Ella Thompson,Huddersfield,,UK,,,42498.37,Employed full-time,Single,,(07428) 105515,Paid Search
U67919,Taylor,Sullivan,Taylor Sullivan,Luton,East of England,U.K.,37.0,Other,37069.07,Self-employed,Married,taylor.sullivan@yahoo.co.uk,07420 472 248,Paid Search
U53512,Janet,Scott,Janet Scott,,South East,United Kingdom,34.0,Female,32716.7,Employed full-time,,janet.scott@yahoo.co.uk,07434687631,Referral
U25563,Aaron,Rahman,Aaron Rahman,Blackpool,North West,United Kingdom,33.0,Male,30583.45,Employed full-time,Married,aaronr8@btinternet.com,07556 887536,Social Media Ads
U49684,Leo,Watts,Leo Watts,Norwich,East of England,United Kingdom,51.0,,49808.21,,Married,lwatts1971@outlook.com,07123 187 132,Paid Search
U68370,Derek,Khan,Derek Khan, Telford,West Midlands,United Kingdom,,,,Employed full-time,Married,derek.khan@gmail.com,07427 726 384,Affiliate / Comparison Site
U71317,Priya,Morris,Priya Morris,Paisley,Scotland,UK,53.0,Female,,Self-employed,Married,priya.morris@gmail.com,+44 7340 938365,Referral
U27182,Jack,Malik,Jack Malik,Liverpool,,United Kingdom,38.0,Male,,Employed part-time,Single,jack.malik@icloud.com,+44 7822 132306,Paid Search
U58331,Ella,Rossi,Ella Rossi, Bolton,North West,United Kingdom,,Female,,,Single,bubbles229@outlook.com,,
U43634,Elsie,Morgan,Elsie Morgan,Milton Keynes,South East,,35.0,Female,39916.73,Employed full-time,Single,,(07183) 933340,Organic Search
U44611,Stephen,Ali,Stephen Ali,,South East,United Kingdom,26.0,Male,36885.94,,Married,cheeky200@icloud.com,07256 829847,Social Media Ads
U12667,Dylan,Novak,Dylan Novak,Chelmsford,East of England,United Kingdom,28.0,,19665.9,Employed full-time,,dylan.novak@hotmail.com,,Affiliate / Comparison Site
U27147,Millie,Rahman,Millie Rahman,Wakefield,Yorkshire and the Humber,United Kingdom,42.0,Female,59446.9,Employed full-time,Married,millie.rahman@gmail.com,(07960) 843753,Referral
U35872,Millie,Watts,Millie Watts,Preston ,North West,United Kingdom,43.0,Female,41935.78,,Married,mwatts1980@hotmail.com,07819 499209,Social Media Ads
U70671,Joshua,Begum,Joshua Begum,Bradford,Yorkshire and the Humber,United kingdom,56.0,Male,53618.11,Employed full-time,Single,joshua.begum@icloud.com,07848161623,Organic Search
U26008,Sofia,Price,Sofia Price,swansea,Wales,United Kingdom,,Female,37314.1,Employed full-time,Separated,sofiap54@gmail.com,(07952) 005237,Organic Search
U97700,Martin,Andersson,Martin Andersson,Bournemouth,South West,United Kingdom,24.0,Male,33799.41,Employed full-time,Single,martin.andersson@gmail.com,07114 570569,
U93830,Freya,Stewart,Freya Stewart,Gillingham,South East,UK,32.0,,26911.87,Employed full-time,Single,freya.stewart@live.co.uk,+44 7871 106002,Social Media Ads
U88281,Emily,Kowalski,Emily Kowalski,Doncaster,Yorkshire and the Humber,United Kingdom,31.0,Female,44727.48,Employed full-time,Single,emilyk15@yahoo.co.uk,+44 7768 492434,Paid Search
U55561,Isabella,Dimitrov,Isabella Dimitrov,Westminster,Greater London,United kingdom,65.0,Female,54961.43,Self-employed,Married,isabella.dimitrov@icloud.com,07351 833815,Paid Search
U38261,Mason,Clark,Mason Clark,manchester,North West,United Kingdom,38.0,Male,45454.59,,Divorced,mason.clark@gmail.com,(07384) 737985,Organic Search
U98054,Sophie,Watson,Sophie Watson,Nottingham,East Midlands,United kingdom,33.0,Female,58812.35,Employed full-time,Married,sophiew2@btinternet.com,07203 582103,Social Media Ads
U84060,Molly,Edwards,Molly Edwards,HUDDERSFIELD,Yorkshire and the Humber,U.K.,29.0,,35441.63,Employed full-time,Single,medwards1974@hotmail.com,07346 628568,Paid Search
U83444,Jacob,Hill,Jacob Hill,Bradford,Yorkshire and the Humber,UK,33.0,Male,21065.86,Self-employed,Married,,07952 712940,Organic Search
U45501,Ivy,Muller,Ivy Muller,Sunderland,North East,United kingdom,33.0,Female,36830.18,Employed full-time,Married,ivym43@gmail.com,(07381) 018679,Direct / App Store
U33995,Samuel,Roberts,Samuel Roberts,Exeter,South West,United Kingdom,32.0,,42844.87,Employed full-time,,sroberts2003@gmail.com,07605653792,Social Media Ads
U21066,Isabella,Ward,Isabella Ward,Bolton,North West,United Kingdom,52.0,,31109.56,Employed full-time,Married,isabella.ward@outlook.com,07696 861739,Paid Search
U48485,Janet,Williams,Janet Williams,Slough,South East,United Kingdom,63.0,Female,33522.26,Employed full-time,,janetw12@aol.com,07327275748,Referral
U24022,Amy,Ryan,Amy Ryan,York,Yorkshire and the Humber,United Kingdom,33.0,Female,16569.16,Employed part-time,,amy.ryan@gmail.com,07735 454899,Affiliate / Comparison Site
U83797,Jayden,Rahman,Jayden Rahman,Middlesbrough,North East,United Kingdom,26.0,Male,39429.32,Employed full-time,Divorced,jrahman1987@btinternet.com,,Paid Search
U72336,Zara,Murphy,Zara Murphy,,East Midlands,UK,58.0,Female,35482.78,Employed full-time,,zmurphy1987@gmail.com,07672805931,Direct / App Store
U53320,Helen,Gray,Helen Gray,Cardiff,Wales,,33.0,Female,36320.09,Employed full-time,Single,hgray1984@gmail.com,07312 464 057,Social Media Ads
U85634,Ruby,Harrison,Ruby Harrison,Coventry,,,43.0,Female,40994.98,Employed full-time,Married,rharrison2005@gmail.com,07896 247107,Paid Search
U32224,Sienna,Johnson,Sienna Johnson,Cambridge,East of England,United Kingdom,21.0,Female,42455.15,Employed full-time,Single,sienna.johnson@gmail.com,07728 716 466,Referral
U93626,Nathan,Cox,Nathan Cox,northampton,East Midlands,United kingdom,35.0,Male,5413.99,Unemployed,Married,nathanc28@outlook.com,(07685) 857356,
U93385,Toby,Byrne,Toby Byrne,,East Midlands,United Kingdom,25.0,Male,14000.0,Employed full-time,Single,tobyb89@icloud.com,(07242) 991019,Direct / App Store
U94748,Sophia,Price,Sophia Price,Dundee,Scotland,UK,39.0,Female,14388.37,Self-employed,Widowed,sophia.price@hotmail.com,07795 008 169,Affiliate / Comparison Site
U53140,Anjali,Jackson,Anjali Jackson,London,Greater London,UK,39.0,Female,,Employed full-time,Single,anjalij33@gmail.com,,Referral
U72711,Luke,Cox,Luke Cox,Cardiff,Wales,United Kingdom,51.0,Male,25960.97,Employed full-time,Single,,07884 654784,Referral
U89866,Aaron,Turner,Aaron Turner,,South West,United Kingdom,20.0,Male,36921.06,Employed full-time,Married,aaront9@hotmail.com,+44 7194 775272,Organic Search
U10719,Jasper,King,Jasper King,Leeds,Yorkshire and the Humber,uk,54.0,Male,30084.08,Self-employed,Married,jking2003@yahoo.co.uk,07201 295054,
U46379,James,Edwards,James Edwards,luton,East of England,United Kingdom,42.0,Male,34736.4,Employed full-time,,,,Affiliate / Comparison Site
U57038,Taylor,Rahman,Taylor Rahman,ABERDEEN,,United Kingdom,22.0,Other,8219.74,Student,Married,trahman1977@gmail.com,+44 7690 980828,
U17788,Ryan,King,Ryan King,Colchester,East of England,United Kingdom,65.0,Male,47089.94,Employed full-time,Married,rking1979@icloud.com,(07447) 734400,Paid Search
U13937,Connor,Thompson,Connor Thompson,Edinburgh,Scotland,U.K.,60.0,,15416.77,Employed part-time,Married,connor.thompson@hotmail.com,07264482054,Social Media Ads
U53285,Laura,Evans,Laura Evans,Dundee ,Scotland,,25.0,,22536.76,Employed full-time,,laurae87@outlook.com,(07721) 616405,Direct / App Store
U77733,Neil,Bennett,Neil Bennett,Watford,East of England,United Kingdom,,Male,37420.76,Employed full-time,Divorced,neilb87@gmail.com,+44 7121 042495,
U32826,James,Turner,James Turner,,Scotland,U.K.,36.0,Male,19064.77,Employed part-time,Single,,+44 7996 365658,Paid Search
U94619,Deborah,Lewis,Deborah Lewis,DUNDEE,Scotland,UK,30.0,Female,14000.0,Employed full-time,Married,,07959 433 839,Organic Search
U91190,Benjamin,Green,Benjamin Green,Gillingham,South East,United Kingdom,59.0,Male,26054.39,Employed full-time,Divorced,benjaming77@hotmail.com,07841127070,Direct / App Store
U72347,Logan,Ward,Logan Ward,York,Yorkshire and the Humber,United Kingdom,37.0,Male,34321.62,Employed full-time,Divorced,logan.ward@outlook.com,(07651) 852752,Referral
U14441,Sandra,Sullivan,Sandra Sullivan,Slough,South East,United Kingdom,51.0,Female,28716.7,,Married,sandra.sullivan@yahoo.co.uk,07558 798 301,Affiliate / Comparison Site
U27819,Angela,Clark,Angela Clark,Dundee,Scotland,United Kingdom,27.0,Female,35479.06,Employed full-time,Single,angela.clark@yahoo.co.uk,07612 788908,Organic Search
U21243,Amy,Rossi,Amy Rossi,Middlesbrough,North East,United Kingdom,30.0,Female,27135.13,Employed full-time,Married,amy.rossi@gmail.com,(07574) 551543,Social Media Ads
U11599,Malcolm,Evans,Malcolm Evans,Gloucester,South West,uk,30.0,,45993.24,Self-employed,Single,malcolm.evans@btinternet.com,+44 7560 849758,Direct / App Store
U50784,Poppy,Ryan,Poppy Ryan,,,United Kingdom,29.0,Female,,Employed full-time,Married,,07549 801 850,Referral
U35000,Elsie,Novak,Elsie Novak,Westminster,Greater London,United kingdom,34.0,Female,8000.0,Self-employed,Married,elsien5@gmail.com,+44 7907 965934,Paid Search
U94000,Ethan,Novak,Ethan Novak,Huddersfield,Yorkshire and the Humber,,59.0,Male,42702.2,Self-employed,Married,ethan.novak@outlook.com,07431 850076,Paid Search
U22995,Riley,Jackson,Riley Jackson,Luton,East of England,UK,62.0,Male,42743.93,Employed full-time,Married,riley.jackson@outlook.com,07868871310,Organic Search
U51208,Chloe,Malik,Chloe Malik,,South East,United Kingdom,50.0,Female,33589.31,Employed full-time,Divorced,chloem49@yahoo.co.uk,(07802) 196121,Organic Search
U10270,Rory,Smith,Rory Smith,LUTON,East of England,U.K.,20.0,Male,62.2,Student,Single,rory.smith@btinternet.com,07371501230,Paid Search
U37819,Freya,Nguyen,Freya Nguyen,Telford,West Midlands,United Kingdom,53.0,Female,,Unemployed,Married,freya.nguyen@gmail.com,+44 7395 121287,Social Media Ads
U54014,Stanley,Stewart,Stanley Stewart,,,United Kingdom,51.0,Male,22757.81,Employed full-time,,wolfy975@yahoo.co.uk,(07232) 634402,Affiliate / Comparison Site
U82377,Freddie,Williams,Freddie Williams,Telford,West Midlands,uk,58.0,Male,25219.23,Self-employed,Married,freddiew14@outlook.com,,Direct / App Store
U18838,Carol,Simpson,Carol Simpson,Chelmsford,East of England,UK,32.0,Female,27684.25,Employed full-time,Married,,07795 462799,Organic Search
U48867,Naomi,Dimitrov,Naomi Dimitrov,Luton,East of England,UK,31.0,Female,18165.23,Employed full-time,Single,naomi.dimitrov@gmail.com,(07463) 203154,Paid Search
U16685,Leo,Brown,Leo Brown,Newcastle upon Tyne,,,48.0,,31098.11,Self-employed,Married,leob27@hotmail.com,07337 862435,Organic Search
U11394,Ava,Wright,Ava Wright,Exeter,South West,United Kingdom,,Female,36230.22,Employed full-time,,avaw61@live.co.uk,07522 584852,Paid Search
U26326,Vanessa,Rossi,Vanessa Rossi,bournemouth,South West,United Kingdom,24.0,Female,16066.98,Employed part-time,Single,vanessar31@hotmail.com,+44 7492 232413,Referral
U94836,Isaac,White,Isaac White,,South West,uk,28.0,Male,31697.36,Employed full-time,Married,isaacw71@gmail.com,07907 664 511,Paid Search
U17891,Mia,Phillips,Mia Phillips,Edinburgh,Scotland,,38.0,Female,,Employed full-time,Divorced,miap86@hotmail.com,,
U38886,Patricia,Williams,Patricia Williams,Reading,,United Kingdom,39.0,Female,54505.58,Self-employed,Married,,07321288855,Organic Search
U96676,Henry,James,Henry James,,Scotland,United Kingdom,54.0,Male,36038.73,Employed full-time,Married,henry.james@outlook.com,+44 7735 409027,Referral
U22605,Layla,Bell,Layla Bell,Stockport,North West,United Kingdom,48.0,Female,,Employed part-time,Single,layla.bell@gmail.com,07356764047,Direct / App Store
U56058,Julie,Wright,Julie Wright,Dundee,Scotland,United Kingdom,34.0,Female,38047.26,Self-employed,Single,,+44 7687 734131,Organic Search
U56988,Naomi,Khan,Naomi Khan,Stoke-on-Trent,West Midlands,United kingdom,35.0,Female,17322.13,Employed part-time,,nkhan2002@btinternet.com,07953827112,Direct / App Store
U92455,Theo,Edwards,Theo Edwards,,East of England,United Kingdom,55.0,Male,40845.37,,Married,theo.edwards@outlook.com,07611943071,Affiliate / Comparison Site
U48222,Rosie,Kowalski,Rosie Kowalski,Oxford,South East,,35.0,Female,30484.52,Self-employed,,rosie.kowalski@icloud.com,+44 7353 351716,Paid Search
U41481,Yasmin,Lee,Yasmin Lee,Newport ,Wales,United Kingdom,35.0,Female,27151.1,Employed full-time,Single,yasmin.lee@gmail.com,07920 386198,Social Media Ads
U98547,Richard,Cooper,Richard Cooper,Gillingham,South East,United Kingdom,43.0,,18936.18,Employed full-time,Married,richard.cooper@gmail.com,07289900815,Organic Search
U73325,Olivia,Morris,Olivia Morris,Dundee,Scotland,UK,33.0,Female,28166.73,Employed full-time,Married,omorris1992@aol.com,07226 120 197,
U94278,Linda,Murphy,Linda Murphy,Rotherham,Yorkshire and the Humber,,54.0,Female,7218.34,Employed part-time,Married,linda.murphy@outlook.com,(07857) 020064,Social Media Ads
U94459,Jacob,Bailey,Jacob Bailey,Dundee,,United Kingdom,26.0,Male,,Employed part-time,Single,jacob.bailey@gmail.com,07328 180 873,Organic Search
U89826,Finley,Patel,Finley Patel,Oxford,South East,United Kingdom,65.0,Male,16332.27,Employed full-time,Married,,07877 763464,
U33155,Abigail,Bell,Abigail Bell,,,United kingdom,36.0,Female,13722.72,Employed part-time,Married,sparky186@gmail.com,07261165770,
U64328,Diane,Lewis,Diane Lewis,Telford,West Midlands,United Kingdom,54.0,Female,42018.6,Employed full-time,Widowed,dianel34@yahoo.co.uk,+44 7471 359675,Direct / App Store
U53102,Connor,Hunt,Connor Hunt,Worcester,West Midlands,United Kingdom,38.0,Male,31337.09,,Single,connor.hunt@gmail.com,07834536808,Affiliate / Comparison Site
U77663,Mohammed,Richardson,Mohammed Richardson,Sale,North West,United Kingdom,29.0,Male,33349.96,Employed full-time,,,+44 7798 245897,Organic Search
U76127,Jack,Walker,Jack Walker,Chelmsford,East of England,UK,48.0,Male,38878.25,Employed full-time,Divorced,jack.walker@yahoo.com,07690110183,
U34470,Alice,Wright,Alice Wright,Derby,,U.K.,31.0,Female,18066.53,Employed part-time,Divorced,,(07117) 706245,Referral
U98754,Sebastian,Novak,Sebastian Novak, Cambridge,East of England,United kingdom,58.0,,,Employed full-time,Divorced,sebastian.novak@icloud.com,07406 822859,
U75629,Aisha,Morgan,Aisha Morgan, Portsmouth,South East,UK,39.0,Female,40013.38,,,aisha.morgan@outlook.com,07768322695,Affiliate / Comparison Site
U31232,Malcolm,Silva,Malcolm Silva,EDINBURGH,Scotland,UK,34.0,Male,17289.09,Employed part-time,Married,starlight303@gmail.com,+44 7532 358231,Referral
U61671,Sandra,Clark,Sandra Clark,,South East,UK,27.0,Female,8000.0,,Single,sandra.clark@outlook.com,(07329) 452434,Paid Search
U94196,Ruby,James,Ruby James,nottingham,East Midlands,United kingdom,59.0,Female,16708.3,,Separated,rubyj88@gmail.com,+44 7553 292998,
U11913,Rosie,Jackson,Rosie Jackson,,East of England,UK,47.0,Female,57537.12,Self-employed,Divorced,rosie.jackson@gmail.com,+44 7810 060131,Referral
U37893,Ethan,Byrne,Ethan Byrne,Dundee,Scotland,,29.0,,41121.46,Employed full-time,Single,ace531@gmail.com,07636 713838,Affiliate / Comparison Site
U90977,Isla,Kowalski,Isla Kowalski,London,Greater London,,,Female,44666.09,Employed full-time,Single,isla.kowalski@outlook.com,07683328574,Referral
U81661,Joseph,Moore,Joseph Moore,Newport,Wales,U.K.,29.0,Male,26582.93,Employed full-time,,rebel383@hotmail.com,,Direct / App Store
U77266,Stephen,Wright,Stephen Wright,Basildon,East of England,United Kingdom,,Male,33242.54,Employed full-time,Married,stephen.wright@gmail.com,07461069007,
U18348,Susan,Ahmed,Susan Ahmed,Worcester,West Midlands,United Kingdom,35.0,Female,40033.14,Self-employed,Married,susan.ahmed@gmail.com,+44 7317 919905,Direct / App Store
U18617,Florence,Richardson,Florence Richardson,Luton ,East of England,United Kingdom,35.0,,17715.13,Employed part-time,Divorced,frichardson1985@outlook.com,(07480) 116081,Direct / App Store
U73418,Phoebe,Chapman,Phoebe Chapman,Middlesbrough,,UK,,Female,42691.15,Employed full-time,Single,phoebe.chapman@outlook.com,07778 641 691,
U46201,Riley,James,Riley James,Nottingham,East Midlands,uk,45.0,Male,9828.38,Employed part-time,,,+44 7304 773935,Affiliate / Comparison Site
U83411,Carol,Popescu,Carol Popescu,Nottingham,East Midlands,UK,38.0,Female,25275.89,Employed full-time,,carol.popescu@gmail.com,+44 7421 882090,Paid Search
U39632,Arthur,Watts,Arthur Watts,Westminster,Greater London,UK,53.0,Male,10299.29,Self-employed,Married,angel458@gmail.com,,Organic Search
U75009,Lucy,Kowalski,Lucy Kowalski,Plymouth,South West,uk,26.0,Female,36845.17,Employed full-time,Single,lkowalski1973@outlook.com,+44 7512 362208,Social Media Ads
U54268,Graham,Hill,Graham Hill,NORWICH,East of England,,39.0,Male,31939.83,,Married,graham.hill@hotmail.com,+44 7934 069280,Organic Search
U64348,Mia,Novak,Mia Novak,,South West,UK,26.0,Female,31859.69,Employed full-time,Single,mia.novak@gmail.com,07974188289,Organic Search
U11876,Poppy,Stewart,Poppy Stewart,Chelmsford,East of England,United Kingdom,45.0,Female,20109.49,Self-employed,Single,poppy.stewart@gmail.com,07803686625,
U22455,Aaron,Rossi,Aaron Rossi,Bristol,South West,UK,64.0,Male,11282.74,Employed part-time,Married,aaron.rossi@icloud.com,07596 297211,Paid Search
U61006,Chelsea,Harrison,Chelsea Harrison,,Yorkshire and the Humber,,50.0,,34020.34,Employed full-time,Single,chelsea.harrison@gmail.com,+44 7646 154457,Organic Search
U27642,Olivia,O'Brien,Olivia O'Brien,Colchester,East of England,United Kingdom,,Female,,Employed full-time,Separated,,(07758) 327586,Paid Search
U55587,Alice,Popescu,Alice Popescu,Slough,South East,U.K.,,Female,51241.42,Employed full-time,Separated,apopescu1986@hotmail.com,(07152) 599431,
U82783,Willow,Morgan,Willow Morgan, Stoke-on-Trent,,United Kingdom,23.0,Female,51280.12,Employed full-time,Married,willow.morgan@hotmail.com,07958 486 895,Social Media Ads
U42472,Connor,Cooper,Connor Cooper,Aberdeen,Scotland,United kingdom,32.0,,,,Single,connor.cooper@gmail.com,07910 076251,Paid Search
U10503,Kian,Dimitrov,Kian Dimitrov,Basildon,East of England,UK,32.0,Male,20986.76,Employed full-time,Married,kdimitrov1986@icloud.com,+44 7585 377317,Referral
U79642,Nathan,Dimitrov,Nathan Dimitrov,Nottingham,East Midlands,United Kingdom,65.0,Male,43720.71,Employed full-time,Married,ndimitrov1995@outlook.com,07175 347507,
U75729,Janet,Hughes,Janet Hughes,LEEDS,Yorkshire and the Humber,United Kingdom,43.0,,,Employed full-time,Single,janet.hughes@gmail.com,+44 7737 162563,Referral
U43869,Stephen,Roberts,Stephen Roberts,,West Midlands,UK,53.0,Male,38593.69,Employed full-time,Single,stephen.roberts@gmail.com,07858273395,Organic Search
U37823,Mia,Cox,Mia Cox,Brighton,South East,UK,32.0,Female,33747.43,Employed full-time,Married,mia.cox@btinternet.com,,
U49240,Amy,Roberts,Amy Roberts,Middlesbrough,North East,U.K.,50.0,Female,20970.06,,Married,amy.roberts@icloud.com,07385241010,Paid Search
U38862,Karen,Cook,Karen Cook,Stockport,North West,United Kingdom,46.0,Female,40661.05,Employed full-time,Married,karen.cook@icloud.com,+44 7707 988821,Affiliate / Comparison Site
