"user_id","first_name","surname","full_name","city","region","country","age","age_range","gender","income","income_range","employment_status","marital_status","email","phone_number","acquisition_channel"
U65155,Trevor,Hill,Trevor Hill,Watford,East Of England,United Kingdom,39.0,"36-50",,28269.62,"15k-30k",Employed full-time,Single,,+447726260635,Organic Search
U86033,Donna,Cook,Donna Cook,Basildon,East Of England,United Kingdom,31.0,"20-35",,,,Employed full-time,Other,dcook1995@outlook.com,+447398502240,Paid Search
U10957,Deborah,Andersson,Deborah Andersson,,West Midlands,,,,Female,23302.9,"15k-30k",Employed full-time,Married,dandersson1971@hotmail.com,+447177060746,Paid Search
U82873,Katie,Gray,Katie Gray,Bournemouth,South West,United Kingdom,36.0,"36-50",Female,24845.27,"15k-30k",Employed part-time,Married,katie.gray@hotmail.com,,Referral
U18095,Alexander,Reid,Alexander Reid,Middlesbrough,North East,United Kingdom,41.0,"36-50",Male,28894.56,"15k-30k",Employed full-time,Married,,+447928296740,Direct / App Store
U95842,Chloe,Cox,Chloe Cox,Belfast,,United Kingdom,40.0,"36-50",Female,43148.55,"30k-50k",Employed full-time,Single,chloe.cox@aol.com,+447445525135,Direct / App Store
U55211,Zara,Ward,Zara Ward,Colchester,East Of England,United Kingdom,54.0,"51-65",Female,,,Employed full-time,Married,,+447383335105,Paid Search
U78405,Rebecca,Phillips,Rebecca Phillips,York,Yorkshire And The Humber,United Kingdom,36.0,"36-50",Female,24664.71,"15k-30k",Employed full-time,Single,,+447278756942,Referral
U15798,Toby,Murphy,Toby Murphy,Peterborough,,United Kingdom,20.0,"20-35",Male,6641.91,Under 15k,Student,Separated,tmurphy2001@gmail.com,+447240631642,Direct / App Store
U90838,Nadia,Shaw,Nadia Shaw,Nottingham,East Midlands,United Kingdom,,,,14981.65,Under 15k,Self-employed,Married,nadia.shaw@gmail.com,+447108138974,Affiliate / Comparison Site
U54545,Jessica,Williams,Jessica Williams,Worcester,West Midlands,United Kingdom,,,Female,49927.4,"30k-50k",Employed full-time,Single,jessica.williams@gmail.com,+447382510499,Organic Search
U11363,Andrew,Jones,Andrew Jones,Worcester,West Midlands,United Kingdom,46.0,"36-50",Male,23981.25,"15k-30k",Employed full-time,Married,andrew.jones@gmail.com,,
U36558,Holly,Reid,Holly Reid,Nottingham,East Midlands,United Kingdom,32.0,"20-35",Female,,,Employed part-time,Single,,+447702204955,Social Media Ads
U47607,Julie,Novak,Julie Novak,Cambridge,East Of England,United Kingdom,,,Female,28563.83,"15k-30k",,Married,julie.novak@yahoo.co.uk,+447390002277,Social Media Ads
U15512,Rosie,Foster,Rosie Foster,Watford,East Of England,United Kingdom,45.0,"36-50",Female,23826.11,"15k-30k",Employed full-time,Married,rosie.foster@gmail.com,+447989361303,Organic Search
U71355,Barry,Marshall,Barry Marshall,Rotherham,Yorkshire And The Humber,United Kingdom,,,,,,Employed full-time,Single,barry.marshall@btinternet.com,+447379487521,Affiliate / Comparison Site
U21987,Colin,Cox,Colin Cox,Oxford,South East,United Kingdom,44.0,"36-50",Male,,,,Divorced,ccox2005@yahoo.com,+447552640524,Direct / App Store
U96207,Barbara,O'brien,Barbara O'brien,,East Of England,United Kingdom,42.0,"36-50",,6351.94,Under 15k,,Single,maverick644@icloud.com,+447273426625,Affiliate / Comparison Site
U64616,Graham,Cooper,Graham Cooper,Sunderland,North East,United Kingdom,43.0,"36-50",Male,17621.55,"15k-30k",,Married,graham.cooper@hotmail.com,+447170020510,Organic Search
U44359,Freddie,Price,Freddie Price,Aberdeen,Scotland,United Kingdom,26.0,"20-35",Male,26217.57,"15k-30k",,Single,,+447489181510,Organic Search
U86648,Jacob,Phillips,Jacob Phillips,Ipswich,East Of England,United Kingdom,44.0,"36-50",,33521.57,"30k-50k",Self-employed,Married,jacobp7@yahoo.co.uk,+447647362515,Paid Search
U47407,Logan,Morgan,Logan Morgan,Northampton,East Midlands,United Kingdom,45.0,"36-50",Male,43417.33,"30k-50k",Employed full-time,Single,,+447244114648,
U15957,Rosie,Harrison,Rosie Harrison,,South West,United Kingdom,30.0,"20-35",Female,37922.92,"30k-50k",Employed full-time,Married,,+447753136799,
U41360,Holly,Thompson,Holly Thompson,Slough,South East,United Kingdom,27.0,"20-35",Other,43776.85,"30k-50k",Employed full-time,Single,holly.thompson@gmail.com,+447978689513,
U36799,Mohammed,Bailey,Mohammed Bailey,Basildon,East Of England,United Kingdom,42.0,"36-50",Male,9009.22,Under 15k,Employed part-time,Married,mbailey1970@icloud.com,+447815338511,Direct / App Store
U84042,Malcolm,Rahman,Malcolm Rahman,Blackburn,North West,United Kingdom,37.0,"36-50",Male,,,Unemployed,Single,malcolm.rahman@gmail.com,+447618211745,Paid Search
U23803,Stephen,Kowalski,Stephen Kowalski,Glasgow,Scotland,United Kingdom,37.0,"36-50",,14012.76,Under 15k,Employed part-time,Divorced,stephen.kowalski@btinternet.com,+447879464367,Paid Search
U96889,Amelia,Graham,Amelia Graham,Blackburn,North West,United Kingdom,38.0,"36-50",Female,,,,Single,wolfy752@hotmail.com,+447478545590,Organic Search
U21635,Finley,Martin,Finley Martin,Edinburgh,Scotland,United Kingdom,36.0,"36-50",Male,14000.0,Under 15k,Employed full-time,Divorced,finleym19@yahoo.com,+447589547288,Social Media Ads
U77299,Ivy,Ahmed,Ivy Ahmed,Basildon,East Of England,United Kingdom,27.0,"20-35",,25351.75,"15k-30k",Employed full-time,Married,ivy.ahmed@gmail.com,+447392904323,Social Media Ads
U60140,Oscar,Cook,Oscar Cook,Edinburgh,Scotland,United Kingdom,35.0,"20-35",Male,4642.03,Under 15k,Unemployed,Other,oscarc72@outlook.com,+447848437345,Affiliate / Comparison Site
U29330,Barry,Thomas,Barry Thomas,Warrington,,United Kingdom,49.0,"36-50",Male,,,Self-employed,Married,barry.thomas@gmail.com,+447125492180,Organic Search
U32639,Deborah,Young,Deborah Young,Middlesbrough,North East,United Kingdom,58.0,"51-65",,52922.97,"50k-75k",Employed full-time,Divorced,,+447654158446,
U52304,Colin,Hill,Colin Hill,Slough,South East,United Kingdom,48.0,"36-50",,24081.8,"15k-30k",Employed full-time,Married,colin.hill@hotmail.com,,Referral
U99335,David,Moore,David Moore,Salford,North West,,42.0,"36-50",Male,35012.35,"30k-50k",Employed full-time,Divorced,dmoore1979@gmail.com,+447505602666,Affiliate / Comparison Site
U80778,Max,Muller,Max Muller,Glasgow,Scotland,United Kingdom,56.0,"51-65",Male,27754.44,"15k-30k",Employed full-time,Married,,+447217996230,Organic Search
U22722,Freya,Hunt,Freya Hunt,Leeds,Yorkshire And The Humber,United Kingdom,26.0,"20-35",Female,4036.53,Under 15k,Unemployed,Married,freya.hunt@outlook.com,+447458512983,Paid Search
U26590,Katie,Lewis,Katie Lewis,Bristol,South West,United Kingdom,,,Female,,,Employed full-time,Single,katie.lewis@gmail.com,+447135042259,Social Media Ads
U61786,Charlotte,Wilson,Charlotte Wilson,Doncaster,Yorkshire And The Humber,United Kingdom,64.0,"51-65",Female,26532.57,"15k-30k",,Single,charlottew49@gmail.com,+447778494995,Social Media Ads
U48694,David,Bennett,David Bennett,Southampton,South East,United Kingdom,31.0,"20-35",Male,,,Employed full-time,Single,david.bennett@btinternet.com,+447323978495,Paid Search
U51569,Molly,Evans,Molly Evans,Nottingham,East Midlands,United Kingdom,41.0,"36-50",Female,31909.03,"30k-50k",Employed full-time,Married,molly.evans@gmail.com,+447169009102,Social Media Ads
U82558,Willow,Martin,Willow Martin,Luton,East Of England,United Kingdom,27.0,"20-35",Female,20035.3,"15k-30k",Self-employed,Married,willow.martin@gmail.com,+447899635556,Organic Search
U61559,Donna,Johnson,Donna Johnson,Nottingham,East Midlands,United Kingdom,38.0,"36-50",,34739.61,"30k-50k",Employed full-time,,djohnson1994@gmail.com,+447295249297,
U60953,Nicole,Martin,Nicole Martin,Hull,,United Kingdom,29.0,"20-35",Female,26981.74,"15k-30k",Employed full-time,Married,nicole.martin@hotmail.com,+447283775780,Direct / App Store
U75673,Meera,James,Meera James,,,United Kingdom,45.0,"36-50",,55230.42,"50k-75k",Employed full-time,Married,meera.james@outlook.com,+447359826666,Organic Search
U12145,Anjali,O'brien,Anjali O'brien,Wolverhampton,West Midlands,United Kingdom,49.0,"36-50",Female,,,Employed full-time,Married,anjali.obrien@gmail.com,+447861192998,Organic Search
U64400,George,Bennett,George Bennett,Exeter,South West,United Kingdom,31.0,"20-35",Male,35534.05,"30k-50k",Employed full-time,Single,george.bennett@gmail.com,+447458936190,Organic Search
U79210,Lucas,Foster,Lucas Foster,Wolverhampton,West Midlands,United Kingdom,27.0,"20-35",Male,35284.89,"30k-50k",Employed full-time,Single,lucas.foster@hotmail.com,,Referral
U18183,Christine,Gray,Christine Gray,Nottingham,East Midlands,United Kingdom,38.0,"36-50",Female,48385.89,"30k-50k",Employed full-time,Married,christine.gray@gmail.com,+447342883868,Referral
U50930,Isaac,Cook,Isaac Cook,Derby,East Midlands,United Kingdom,28.0,"20-35",Male,33757.22,"30k-50k",Employed full-time,Single,icook1981@hotmail.com,+447695495804,Organic Search
U84380,Abigail,Kelly,Abigail Kelly,Gloucester,South West,United Kingdom,39.0,"36-50",Female,28758.87,"15k-30k",Employed full-time,Married,abigail.kelly@gmail.com,+447632187844,Paid Search
U95188,Holly,Morris,Holly Morris,Bolton,North West,United Kingdom,58.0,"51-65",Female,16305.3,"15k-30k",Employed part-time,Single,holly.morris@gmail.com,+447927551903,Organic Search
U30863,Riley,Harrison,Riley Harrison,Telford,,,38.0,"36-50",Male,,,Self-employed,Single,riley.harrison@icloud.com,+447809054326,Referral
U76216,Zoe,Nguyen,Zoe Nguyen,Belfast,Northern Ireland,United Kingdom,29.0,"20-35",Female,10112.29,Under 15k,Unemployed,Single,turbo879@outlook.com,+447940629454,Organic Search
U87077,Stanley,Wood,Stanley Wood,,East Of England,United Kingdom,32.0,"20-35",Male,36365.12,"30k-50k",Employed full-time,Married,,+447785870104,Affiliate / Comparison Site
U67112,Max,O'brien,Max O'brien,Liverpool,North West,United Kingdom,29.0,"20-35",Male,36523.15,"30k-50k",Employed full-time,Other,max.obrien@gmail.com,+447420649503,Paid Search
U63910,Olivia,Marshall,Olivia Marshall,Blackpool,North West,United Kingdom,,,,44920.13,"30k-50k",Employed full-time,Married,olivia.marshall@hotmail.com,+447924296384,Social Media Ads
U36397,Georgia,Green,Georgia Green,Blackpool,North West,United Kingdom,43.0,"36-50",Female,8000.0,Under 15k,Self-employed,Married,georgia.green@gmail.com,,Affiliate / Comparison Site
U48679,Isaac,Thomas,Isaac Thomas,Slough,South East,United Kingdom,,,Male,34970.3,"30k-50k",,Married,isaac.thomas@gmail.com,+447154591300,Social Media Ads
U24761,Elliot,Costa,Elliot Costa,,South West,United Kingdom,40.0,"36-50",Male,21649.14,"15k-30k",Self-employed,Single,,+447559102476,Paid Search
U91844,Donna,Price,Donna Price,Oxford,South East,United Kingdom,,,,31928.69,"30k-50k",Self-employed,Married,donna.price@hotmail.com,+447736953465,Paid Search
U99161,Elsie,Robinson,Elsie Robinson,Nottingham,East Midlands,United Kingdom,45.0,"36-50",Female,37912.72,"30k-50k",Employed full-time,Married,erobinson1986@gmail.com,+447544995401,Social Media Ads
U72891,Leah,Murphy,Leah Murphy,Rotherham,Yorkshire And The Humber,United Kingdom,61.0,"51-65",Female,21725.02,"15k-30k",Employed part-time,Widowed,leahm85@yahoo.co.uk,+447109389460,Organic Search
U42645,Ethan,Palmer,Ethan Palmer,Bath,South West,United Kingdom,50.0,"36-50",Male,18770.4,"15k-30k",,Single,,+447637537717,Paid Search
U47540,Colin,Murphy,Colin Murphy,Norwich,East Of England,United Kingdom,53.0,"51-65",Male,26088.07,"15k-30k",Employed full-time,,colin.murphy@hotmail.com,+447823927558,Social Media Ads
U47339,Anjali,Ali,Anjali Ali,Paisley,Scotland,United Kingdom,29.0,"20-35",Female,4309.53,Under 15k,Unemployed,Single,anjali.ali@hotmail.com,+447736802277,Organic Search
U74171,Ryan,Hughes,Ryan Hughes,Gloucester,South West,United Kingdom,60.0,"51-65",Male,27324.59,"15k-30k",,Married,ryan.hughes@gmail.com,+447520849196,Referral
U66473,Charlotte,Cox,Charlotte Cox,Sale,North West,United Kingdom,35.0,"20-35",,8648.94,Under 15k,Employed part-time,,charlotte.cox@gmail.com,+447597206984,
U87561,Benjamin,Shah,Benjamin Shah,Oxford,South East,United Kingdom,,,Male,57511.84,"50k-75k",Employed full-time,Divorced,benjamin.shah@icloud.com,+447354400259,
U29795,Zoe,Patel,Zoe Patel,Hull,Yorkshire And The Humber,United Kingdom,47.0,"36-50",Female,19853.68,"15k-30k",Employed part-time,Divorced,zoep39@icloud.com,+447144215645,Organic Search
U41865,Zara,Khan,Zara Khan,,Wales,,58.0,"51-65",Female,25470.74,"15k-30k",Employed full-time,,zara.khan@icloud.com,+447995204754,Social Media Ads
U85350,Janet,Wilson,Janet Wilson,Warrington,North West,,32.0,"20-35",Female,34170.48,"30k-50k",Employed full-time,Single,janetw48@icloud.com,+447147212865,Affiliate / Comparison Site
U63334,Christine,Bailey,Christine Bailey,Hull,,,42.0,"36-50",Female,29217.78,"15k-30k",Employed full-time,Single,christineb15@icloud.com,+447546619864,Paid Search
U30888,Amina,Iqbal,Amina Iqbal,Swansea,Wales,United Kingdom,30.0,"20-35",Female,24908.71,"15k-30k",Self-employed,Single,misty602@outlook.com,+447296312186,Organic Search
U58416,Joshua,Rahman,Joshua Rahman,Milton Keynes,South East,United Kingdom,41.0,"36-50",Male,35717.37,"30k-50k",Employed full-time,Single,jrahman1984@outlook.com,+447834098187,Affiliate / Comparison Site
U25467,Liam,Taylor,Liam Taylor,Aberdeen,Scotland,United Kingdom,40.0,"36-50",Male,4650.35,Under 15k,Unemployed,Single,liam.taylor@gmail.com,+447967743316,Paid Search
U35313,Ella,Clarke,Ella Clarke,Basildon,East Of England,United Kingdom,,,Female,7884.84,Under 15k,Employed part-time,Married,ella.clarke@live.co.uk,+447575076369,Affiliate / Comparison Site
U98762,Megan,Shaw,Megan Shaw,Warrington,North West,United Kingdom,23.0,"20-35",Female,27705.31,"15k-30k",Employed full-time,Single,maverick648@yahoo.co.uk,+447974284066,Affiliate / Comparison Site
U86493,Carol,Williams,Carol Williams,,Yorkshire And The Humber,United Kingdom,32.0,"20-35",Female,,,Employed full-time,,carolw56@gmail.com,+447672957847,Organic Search
U61848,Luke,Patel,Luke Patel,Poole,South West,United Kingdom,36.0,"36-50",Male,17665.2,"15k-30k",Employed full-time,Married,lukep45@gmail.com,+447509241704,Paid Search
U97863,Mohammed,James,Mohammed James,Newcastle Upon Tyne,North East,United Kingdom,53.0,"51-65",Male,,,Employed full-time,,legend667@hotmail.com,+447955074822,
U69261,Layla,Sullivan,Layla Sullivan,Hull,Yorkshire And The Humber,United Kingdom,53.0,"51-65",Female,40159.44,"30k-50k",Employed full-time,Divorced,layla.sullivan@yahoo.co.uk,+447819244541,Organic Search
U20815,Freya,Dimitrov,Freya Dimitrov,Glasgow,Scotland,United Kingdom,37.0,"36-50",Female,,,Employed full-time,Married,freya.dimitrov@gmail.com,+447538678551,
U99137,Connor,Muller,Connor Muller,Derby,East Midlands,United Kingdom,,,Male,43000.95,"30k-50k",Self-employed,Single,cmuller1987@outlook.com,+447470449839,Organic Search
U22578,Florence,Walker,Florence Walker,,Northern Ireland,United Kingdom,30.0,"20-35",Female,7384.12,Under 15k,Unemployed,Separated,,+447281685024,Paid Search
U29313,Muhammad,Kowalski,Muhammad Kowalski,Liverpool,North West,United Kingdom,33.0,"20-35",Male,14000.0,Under 15k,Employed full-time,Married,muhammad.kowalski@gmail.com,+447543806367,Social Media Ads
U42123,Stanley,Morris,Stanley Morris,Northampton,East Midlands,United Kingdom,46.0,"36-50",Male,13477.3,Under 15k,Employed part-time,Divorced,stanley.morris@outlook.com,+447280963682,Paid Search
U31310,Poppy,Murphy,Poppy Murphy,Bristol,South West,,59.0,"51-65",,29872.35,"15k-30k",Employed full-time,Widowed,pmurphy1984@gmail.com,+447945321444,Direct / App Store
U41266,Sofia,Roberts,Sofia Roberts,,Greater London,United Kingdom,49.0,"36-50",Female,49894.98,"30k-50k",Employed full-time,Divorced,,+447952044855,Social Media Ads
U15410,Edward,Wright,Edward Wright,Watford,East Of England,United Kingdom,65.0,"51-65",Male,29590.93,"15k-30k",Employed full-time,Married,cheeky390@gmail.com,+447697990465,Referral
U41725,Meera,Turner,Meera Turner,,South West,United Kingdom,65.0,"51-65",Female,31680.51,"30k-50k",Employed full-time,Married,meera.turner@hotmail.com,+447691406629,Paid Search
U76303,Donna,Martin,Donna Martin,Newport,Wales,United Kingdom,38.0,"36-50",,21226.44,"15k-30k",Employed full-time,Married,dmartin1982@outlook.com,+447794949323,Referral
U49377,Fatima,Lewis,Fatima Lewis,Bradford,Yorkshire And The Humber,United Kingdom,56.0,"51-65",Female,,,Employed part-time,Separated,fatima.lewis@gmail.com,+447531640085,Paid Search
U41728,Donna,Hill,Donna Hill,Blackburn,North West,United Kingdom,30.0,"20-35",Female,,,,Single,donna.hill@live.co.uk,+447960651424,Direct / App Store
U63768,Sarah,Adams,Sarah Adams,Plymouth,South West,United Kingdom,,,Female,48376.67,"30k-50k",,Married,saraha81@gmail.com,+447131290317,
U60568,Neil,Dimitrov,Neil Dimitrov,Bolton,North West,United Kingdom,25.0,"20-35",Male,29374.1,"15k-30k",Employed full-time,,neil.dimitrov@gmail.com,,Organic Search
U10383,Hannah,Scott,Hannah Scott,Slough,South East,United Kingdom,30.0,"20-35",Female,20895.85,"15k-30k",Employed full-time,Married,hannah.scott@outlook.com,+447986628984,Paid Search
U82165,Harry,Watson,Harry Watson,Plymouth,South West,United Kingdom,44.0,"36-50",Male,47480.6,"30k-50k",Employed full-time,Married,harry.watson@hotmail.com,+447534592176,Paid Search
U81333,Freddie,Andersson,Freddie Andersson,Edinburgh,Scotland,United Kingdom,32.0,"20-35",,19633.6,"15k-30k",,Married,freddie.andersson@live.co.uk,+447897228252,Social Media Ads
U98339,Jasper,James,Jasper James,Nottingham,East Midlands,United Kingdom,,,Male,36808.84,"30k-50k",Employed full-time,Single,jasperj4@live.co.uk,+447905856051,Affiliate / Comparison Site
U42696,Max,Simpson,Max Simpson,,East Midlands,United Kingdom,28.0,"20-35",Male,17639.87,"15k-30k",,,ace465@yahoo.co.uk,,Affiliate / Comparison Site
U21860,Kathleen,Hughes,Kathleen Hughes,Gillingham,South East,United Kingdom,26.0,"20-35",Female,16965.09,"15k-30k",Employed part-time,Single,khughes2004@yahoo.co.uk,+447262498584,Social Media Ads
U44830,Angela,Ward,Angela Ward,Colchester,East Of England,United Kingdom,22.0,"20-35",,20837.77,"15k-30k",Employed part-time,Married,award1970@gmail.com,+447308304302,Referral
U36373,Jayden,Martin,Jayden Martin,,,United Kingdom,37.0,"36-50",Male,,,Employed full-time,Single,jmartin1973@gmail.com,+447713952287,Paid Search
U24693,Nadia,Taylor,Nadia Taylor,,North West,United Kingdom,27.0,"20-35",,21022.27,"15k-30k",Employed full-time,Single,nadia.taylor@gmail.com,+447856763725,Organic Search
U57913,Sofia,Thompson,Sofia Thompson,,South West,United Kingdom,37.0,"36-50",Female,21364.59,"15k-30k",Employed full-time,Single,sofia.thompson@gmail.com,+447583684252,Organic Search
U19462,Reuben,Patel,Reuben Patel,Telford,West Midlands,United Kingdom,62.0,"51-65",Male,15223.17,"15k-30k",Employed part-time,,,+447113750283,Organic Search
U49814,Lily,Graham,Lily Graham,Portsmouth,South East,United Kingdom,46.0,"36-50",Female,55207.99,"50k-75k",Employed full-time,Single,lily.graham@outlook.com,,Referral
U59756,Muhammad,Byrne,Muhammad Byrne,Basildon,East Of England,United Kingdom,34.0,"20-35",,45747.55,"30k-50k",Employed full-time,Married,muhammad.byrne@gmail.com,+447371089001,Organic Search
U72323,Owen,Taylor,Owen Taylor,Stoke-On-Trent,West Midlands,United Kingdom,46.0,"36-50",Male,46875.26,"30k-50k",Employed full-time,Separated,owen.taylor@yahoo.co.uk,+447144282164,Referral
U39431,Ivy,Sullivan,Ivy Sullivan,Middlesbrough,North East,United Kingdom,29.0,"20-35",Female,13881.37,Under 15k,Self-employed,Single,ivy.sullivan@aol.com,+447109402046,Organic Search
U43016,Sarah,Stewart,Sarah Stewart,Sheffield,,United Kingdom,49.0,"36-50",Female,46066.09,"30k-50k",Employed full-time,Married,sarahs76@outlook.com,+447951717118,Affiliate / Comparison Site
U43455,Trevor,Morris,Trevor Morris,Edinburgh,Scotland,United Kingdom,,,,44857.75,"30k-50k",Employed full-time,Married,,+447756153189,Referral
U29703,Paul,Cook,Paul Cook,York,Yorkshire And The Humber,United Kingdom,27.0,"20-35",Male,37355.03,"30k-50k",Employed full-time,Married,pcook2004@yahoo.co.uk,,Paid Search
U46588,Mia,Roberts,Mia Roberts,Plymouth,South West,United Kingdom,36.0,"36-50",Female,20895.14,"15k-30k",Self-employed,Married,mia.roberts@gmail.com,+447295881214,Affiliate / Comparison Site
U37385,Fatima,Wood,Fatima Wood,Sunderland,North East,United Kingdom,36.0,"36-50",Female,44694.1,"30k-50k",Employed full-time,Single,fatima.wood@hotmail.com,+447998721796,Referral
U99704,Molly,Green,Molly Green,Slough,South East,United Kingdom,32.0,"20-35",Female,26543.53,"15k-30k",Employed full-time,Married,mollyg88@gmail.com,+447378716349,Affiliate / Comparison Site
U89612,Elsie,Roberts,Elsie Roberts,Wolverhampton,,United Kingdom,46.0,"36-50",Female,23159.31,"15k-30k",Employed full-time,Single,eroberts1972@gmail.com,+447887403566,Social Media Ads
U74599,Max,Novak,Max Novak,Edinburgh,Scotland,United Kingdom,45.0,"36-50",Male,29542.19,"15k-30k",Employed full-time,Married,maxn64@outlook.com,+447146953936,Social Media Ads
U69528,Amina,Price,Amina Price,Middlesbrough,North East,United Kingdom,39.0,"36-50",,55646.95,"50k-75k",Employed full-time,Single,amina.price@icloud.com,+447902312656,Affiliate / Comparison Site
U83581,Harrison,Graham,Harrison Graham,London,Greater London,United Kingdom,41.0,"36-50",Male,12345.73,Under 15k,Self-employed,Married,harrison.graham@yahoo.co.uk,+447637115355,Organic Search
U33394,Janet,Adams,Janet Adams,Huddersfield,Yorkshire And The Humber,United Kingdom,37.0,"36-50",Female,,,Employed full-time,Married,janet.adams@hotmail.com,+447232473029,Paid Search
U54364,Joseph,Smith,Joseph Smith,Exeter,South West,United Kingdom,,,Male,43242.91,"30k-50k",Employed full-time,Single,josephs31@gmail.com,,Organic Search
U68628,Matthew,Watts,Matthew Watts,Bradford,Yorkshire And The Humber,United Kingdom,,,Male,31971.78,"30k-50k",Employed full-time,Married,matthew.watts@gmail.com,+447321444290,Social Media Ads
U47689,Chloe,Simpson,Chloe Simpson,Preston,North West,United Kingdom,31.0,"20-35",Female,27926.89,"15k-30k",Employed full-time,Married,chloes71@icloud.com,,Organic Search
U73994,Hannah,Morgan,Hannah Morgan,Stockport,North West,United Kingdom,28.0,"20-35",,,,Employed part-time,Married,hannah.morgan@yahoo.co.uk,+447831360350,Referral
U95104,Andrew,Costa,Andrew Costa,,East Midlands,,35.0,"20-35",Male,48174.77,"30k-50k",Employed full-time,Married,andrew.costa@gmail.com,+447107383942,Organic Search
U94707,Ella,Adams,Ella Adams,Ipswich,East Of England,United Kingdom,38.0,"36-50",Female,20913.73,"15k-30k",Employed full-time,,ella.adams@outlook.com,+447796152864,Organic Search
U36658,Olivia,Adams,Olivia Adams,Worcester,West Midlands,United Kingdom,34.0,"20-35",Other,14000.0,Under 15k,Employed full-time,Single,olivia.adams@live.co.uk,+447747965557,Organic Search
U34600,Edward,Lee,Edward Lee,Dundee,Scotland,United Kingdom,27.0,"20-35",Male,17039.73,"15k-30k",Employed part-time,Married,edward.lee@yahoo.co.uk,+447753301160,Social Media Ads
U31674,Zoe,King,Zoe King,Milton Keynes,South East,United Kingdom,53.0,"51-65",Female,19141.64,"15k-30k",Employed full-time,Married,zoek81@outlook.com,+447553212617,Organic Search
U73055,Gary,Hunt,Gary Hunt,,South West,United Kingdom,28.0,"20-35",Male,32792.97,"30k-50k",Employed full-time,Married,,+447728000196,Organic Search
U73670,Mia,Simpson,Mia Simpson,Belfast,,United Kingdom,36.0,"36-50",Female,3037.35,Under 15k,Unemployed,Single,mia.simpson@outlook.com,+447344940600,Paid Search
U16677,Benjamin,Hughes,Benjamin Hughes,Aberdeen,Scotland,United Kingdom,,,Male,27605.49,"15k-30k",Employed full-time,Single,benjamin.hughes@gmail.com,+447903930946,Referral
U37865,Ruby,Martin,Ruby Martin,Preston,North West,United Kingdom,33.0,"20-35",Female,34763.48,"30k-50k",Employed full-time,Married,ruby.martin@hotmail.com,+447426887805,Organic Search
U19301,Finley,James,Finley James,Dundee,Scotland,,33.0,"20-35",Male,36986.94,"30k-50k",Employed full-time,Single,finley.james@outlook.com,+447839178341,Paid Search
U54859,Sebastian,Williams,Sebastian Williams,Luton,East Of England,United Kingdom,32.0,"20-35",Male,22193.85,"15k-30k",Employed part-time,,sebastian.williams@gmail.com,+447273964806,Paid Search
U59550,Sofia,Malik,Sofia Malik,Bristol,South West,United Kingdom,34.0,"20-35",Female,34015.36,"30k-50k",Employed full-time,Married,,+447643799852,Paid Search
U65182,Henry,Richardson,Henry Richardson,Nottingham,East Midlands,United Kingdom,36.0,"36-50",,,,Employed full-time,Single,,,Paid Search
U96414,Ava,Malik,Ava Malik,Glasgow,Scotland,United Kingdom,56.0,"51-65",Female,31362.02,"30k-50k",Employed full-time,Divorced,ava.malik@hotmail.com,+447758143614,Paid Search
U43315,Arthur,Shah,Arthur Shah,Sheffield,Yorkshire And The Humber,United Kingdom,,,Male,44163.45,"30k-50k",Employed full-time,,,+447147645378,Affiliate / Comparison Site
U17095,Donna,Ahmed,Donna Ahmed,Stoke-On-Trent,West Midlands,United Kingdom,50.0,"36-50",Female,21558.68,"15k-30k",Employed full-time,Married,sparky779@gmail.com,+447792006295,Referral
U15863,Alice,Lewis,Alice Lewis,Sheffield,Yorkshire And The Humber,United Kingdom,36.0,"36-50",Female,29186.77,"15k-30k",,Divorced,alice.lewis@gmail.com,+447550567352,Paid Search
U72630,Andrew,Reid,Andrew Reid,Paisley,Scotland,,46.0,"36-50",Male,,,,Single,andrew.reid@icloud.com,+447878226546,Referral
U33582,Ruby,Thompson,Ruby Thompson,Bolton,North West,United Kingdom,32.0,"20-35",Female,4262.73,Under 15k,Unemployed,Single,rubyt91@gmail.com,+447967936519,Paid Search
U30566,Chelsea,Hunt,Chelsea Hunt,Doncaster,Yorkshire And The Humber,United Kingdom,32.0,"20-35",Female,49353.52,"30k-50k",Employed full-time,Married,chelseah30@gmail.com,+447236112908,Social Media Ads
U49255,Margaret,Lee,Margaret Lee,Newport,Wales,United Kingdom,41.0,"36-50",Female,,,Employed full-time,,,+447629777019,Referral
U59901,Ruby,Lewis,Ruby Lewis,Sheffield,,United Kingdom,31.0,"20-35",Female,20517.71,"15k-30k",Employed full-time,Single,,+447785952135,Social Media Ads
U63774,Barry,Ward,Barry Ward,Reading,South East,,27.0,"20-35",Male,17541.7,"15k-30k",,Single,barry.ward@outlook.com,+447533871621,Paid Search
U96230,Derek,Wood,Derek Wood,,Scotland,United Kingdom,36.0,"36-50",Male,,,,Married,derek.wood@icloud.com,+447430845572,
U96980,Oliver,Richardson,Oliver Richardson,Swindon,,United Kingdom,48.0,"36-50",Male,,,Employed part-time,Divorced,oliverr28@gmail.com,+447835037397,Referral
U18238,Mia,Begum,Mia Begum,,South East,United Kingdom,27.0,"20-35",Female,48977.87,"30k-50k",Employed full-time,,rebel255@outlook.com,+447638439577,Paid Search
U73243,Dylan,Hughes,Dylan Hughes,Peterborough,East Of England,United Kingdom,,,Male,36825.89,"30k-50k",Employed full-time,Married,dylan.hughes@aol.com,+447645469189,Social Media Ads
